Heurist ID|Administrative keywords|Formulaic keywords|Honorific keywords|Religious keywords|Epithet|Collective group names|Geographic names|Person|
2696 | Polis, Nomos, | Stesai, | Euergesia, Epainos, | theos, Isis, Sarapis / Serapis, Helios, Selene, Hermes, Triptolemos, thea, | | Barbaroi, | Aigyptos, Hellas, Athenai, Eleusis, Europa, | | 
2704 | Basileus, | | | | | | | Ptole[maios], child of, partner of, grandchild of, Kleopatra, child of, partner of, grandchild of, | 
2705 | Basileus, | | Euergetes, | | | Thrakes, | | K[otys], child of, partner of, grandchild of, | 
2706 | | | | | | | | Ouespasianos, child of, partner of, grandchild of, Titos, child of, partner of, grandchild of, | 
2708 | | | | | | | | Traianos, Neroua, Germanikos, child of, partner of, grandchild of, | 
2709 | Demos, | | | | | | | Hadrianos, Traianos, Kaisar, (emperor Hadrianus), child of, partner of, grandchild of, | 
2710 | Demos, | | | | | Samothrakioi, | | | 
2712 | | Stele, Anagrapsai, | | archiereus, Sarapis / Serapis, Isis, Therapeutai, Hieroneikes, Hierokeryx, | | | | Xenokritos, child of Demetrios, partner of, grandchild of, Mykeneus, child of Theoxenos, partner of, grandchild of, Euboula, child of Theoxenos, partner of, grandchild of, Amynandros, child of Theoxenos, partner of, grandchild of, Dioskourides, child of Dioskourides, partner of, grandchild of, Apollodotos, child of Apollodotos, partner of, grandchild of, Gaios, Beibios, Maker, child of, partner of, grandchild of, Dioskourides, Charobas, child of, partner of, grandchild of, Menofilos, child of Menofilos, partner of, grandchild of, Theopropos, child of Theofilos, partner of, grandchild of, Dioskourides, child of Dionysios, partner of, grandchild of, Anaxippos, child of Filoxenos, partner of, grandchild of, Dionysios, child of Glaukos, partner of, grandchild of, Markos, Bolomnios, Maker, child of, partner of, grandchild of, Lysimachos, child of Metrofanes, partner of, grandchild of, Filoxenos, child of Lysanias, partner of, grandchild of, Fanopolis, child of Leosthenes, partner of, grandchild of, Metrodotos, child of Metrodotos, partner of, grandchild of, Hegesippos, child of Diogenes, partner of, grandchild of, Sitalkas, child of Apollonios, partner of, grandchild of, Herofon, child of Papylos, partner of, grandchild of, Diogenes, child of Posidonios, partner of, grandchild of, Hegesimachos, child of Hegesimachos, partner of, grandchild of, Apollodotos, child of Apollodotos 2, partner of, grandchild of, Parmenion, child of Leontomenes, partner of, grandchild of, Filoxenos, child of Serapion, partner of, grandchild of, Dionysios, child of Hieron, partner of, grandchild of, Akestor, child of Soter[ich]os, partner of, grandchild of, Dionysios, child of Diony[sif]anes, partner of, grandchild of, Diodoros, child of Dionys[ios], partner of, grandchild of, Sopatros, child of Sopat[r]os, partner of, grandchild of, Dioskourides, child of [?]yos, partner of, grandchild of, Markos, Bolomnios, Ouales, child of, partner of, grandchild of, Herakleides, child of Apollonios, partner of, grandchild of, Neikia[s], child of Hieron, partner of, grandchild of, Herakleides, child of Deifilos, partner of, grandchild of, Athenaios, child of Zoilos, partner of, grandchild of, Demochares, child of, partner of, grandchild of, [Dios]kourides, child of Kalligenes, partner of, grandchild of, Dionysios, child of Apollonios, partner of, grandchild of, Apollodotos, child of S[?], partner of, grandchild of, Stefanos, child of Artemidoros, partner of, grandchild of, Gaios, child of Lokrion, partner of, grandchild of, Loukios, Apoidios, Krispos, child of, partner of, grandchild of, Theoxenos, child of Herakleides, partner of, grandchild of, Karystios, child of Karystios, partner of, grandchild of, Aristoboulos, child of Xenon, partner of, grandchild of, Herakleides, child of Apollodoros, partner of, grandchild of, Apollonios, child of Sopatros, partner of, grandchild of, Akoutos, child of Epigonos, partner of, grandchild of, Epafroditos, child of Fasis, partner of, grandchild of, Doles, child of Herodes, partner of, grandchild of, Dionysios, child of Doles, partner of, grandchild of, Gaios, Arrontios, Proklos, child of Arrontios, partner of, grandchild of, Fasis, child of Dioskorides, partner of, grandchild of, Menekrates, child of Thrason, partner of, grandchild of, Maximos, Aurelios, child of, partner of, grandchild of, Herakleides, child of Epitynchanon, partner of, grandchild of, Apollonios, child of Epalkes, partner of, grandchild of, Filargyros, child of Dionysios, partner of, grandchild of, [Apollo]nides, child of Aulouzeidos, partner of, grandchild of, Bion, child of Parmenion, partner of, grandchild of, Parmenion, child of Parme[nion], partner of, grandchild of, | 
2725 | | | | Therapeutai, | | | | Teim[?], child of, partner of, grandchild of, [?]es, child of Anaxippos, partner of, grandchild of, Herodo[tos], child of, partner of, grandchild of, [?]bios, child of Dionys[ios], partner of, grandchild of, Unknown, child of [?]strates, partner of, grandchild of, Eis[?], child of, partner of, grandchild of, Theopr[opos], child of, partner of, grandchild of, Dio[?], child of, partner of, grandchild of, Anti[?], child of, partner of, grandchild of, | 
2726 | | | Stefanos, | | | | Olynthos, | [an]tipatros, child of, partner of, grandchild of, | 
2727 | Asty, | Keimai, | | Ares, Hades, | | Galatai, | Apameia, | Ateuristos, Brikkon, child of, partner of, grandchild of, | 
2733 | Polis, | | | | | | | | 
2734 | Demos, | | Eunoia, | | | Maronitai, | | | 
2735 | | | | | | | | Deinias, child of Eurynomos, partner of, grandchild of, | 
2737 | Polis, Tamias, | | | | | | | Tyllia, Prokla, child of, partner of, grandchild of, | 
2739 | | | | Musai /Mousai, | | | | | 
2741 | | | | | | Thrakes, | | Filippos, child of [?]es, partner of, grandchild of, [Ti]tana, child of, partner of, Thraika, grandchild of, | 
2744 | | | | | | | | Artheon, child of Theoxenides, partner of, grandchild of, | 
2746 | | | | | | | | Herais, child of [P]antakles, partner of, grandchild of, | 
2745 | | | | | | | | Heroboulos, child of Posis, partner of, grandchild of, | 
2748 | | | | | | | | Metrofanes, child of Herogeiton, partner of, grandchild of, | 
2749 | | | | | | | | Metronassa, child of, partner of Sopolis, grandchild of, | 
2750 | | | | | | | | Andron, child of Difilides, partner of, grandchild of, | 
2751 | | | | | | | | Kleito, child of, partner of Demaratos, grandchild of, | 
2752 | | | | | | | | Sosipatra, child of Kantharion, partner of, grandchild of, | 
2754 | | | | | | | | [He]ras, child of [S]atyros, partner of, grandchild of, Metrodoros, child of, partner of, grandchild of, | 
2755 | | | | | | | | [A]ristobo[ulos], child of, partner of, grandchild of, | 
2756 | | | | | | | | [He]kata[ios], child of [Di]onys[ios], partner of, grandchild of, | 
2757 | | | | | | | | Herais, child of, partner of Harmodios, grandchild of, | 
2758 | | | | | | | | Metronassa, child of Athenokles, partner of, grandchild of, | 
2759 | | | | | | | | Moschion, child of Charikles, partner of, grandchild of, | 
2760 | | | | | | | | [?]rrias, child of [L]eukippos, partner of, grandchild of, | 
2761 | | | | | | | | Leptines, child of, partner of, grandchild of, | 
2762 | | | | | | | | Xenaios, child of P[?], partner of, grandchild of, | 
2763 | | | | | | | | [?]o[?]na, child of, partner of Poseidonios, grandchild of, | 
2764 | | | | | | | | Afrodeisia, child of Demokritos, partner of, grandchild of, | 
2794 | | | | | | | | Moschine, child of, partner of Aristeus, grandchild of, | 
2796 | | | | | | | | Berenike, child of Heraklides, partner of, grandchild of, | 
2797 | | | | | | | | Dionys[ios], child of Apollon[ios], partner of, grandchild of, | 
2798 | | | | | | | | Dei[?], child of Apol[?], partner of, grandchild of, | 
2799 | | | | | | | | Metrodotos, child of [?]ana[?], partner of, grandchild of, | 
2800 | | | | | | | | [?]mochares, child of, partner of, grandchild of, | 
2801 | | | | | | | | Unknown, child of, partner of Demokritos, grandchild of, | 
2802 | | | | | | | | Unknown, child of [?]entos, partner of, grandchild of, | 
2803 | | | | | | | | [?]s, child of Doles, partner of, grandchild of, | 
2804 | | | | | | | | Sosifilos, child of Dion[?], partner of, grandchild of, | 
2805 | | | | | | | | Glykera, child of Prokles, partner of Diogenes, grandchild of Hegesippos, Diogenes, child of Prokles, partner of, grandchild of, | 
2806 | | | | | | | | Unknown, child of [Me]trofan[es], partner of, grandchild of, Artysile, child of Hegesippos, partner of, grandchild of, | 
2807 | | | | | | | | [?]otos, child of Pan[?], partner of, grandchild of, [?]tista, child of Hed[?], partner of, grandchild of, | 
2808 | | | | | | | | [P]rokles, child of Patrokles, partner of, grandchild of, [Ar]temisia, child of, partner of Patrokles, grandchild of, | 
2809 | | | | | | | | Seuthes, child of, partner of, grandchild of, Hedea, child of Seu[thes], partner of, grandchild of, | 
2811 | | | | | | | | Di[o]nysios, child of [?]ntas, partner of, grandchild of, [?]os, child of [?]lides, partner of, grandchild of, | 
2812 | | | | | | | | [Dio]genes, child of, partner of, grandchild of, Hermodotos, child of Dikaios, partner of, grandchild of, Dikaios, child of Diogenes, partner of, grandchild of, Diofantos, child of Dikaios, partner of, grandchild of, | 
2813 | | | | | | | | Unknown, child of Aiantides, partner of, grandchild of, Kleopatra, child of, partner of Apollodoros, grandchild of, Aiantides, child of Apollodoros, partner of, grandchild of, [Dio]nysia, child of [Ap]ollodoros, partner of, grandchild of, | 
2815 | | | | | | | | Diogenes, child of [So]terichos, partner of, grandchild of, Stratonike, child of S[o]terichos, partner of [Dioge]nes, grandchild of, [Soterich]os, child of Diogenes, partner of, grandchild of, | 
2816 | | | | | | | | [?]pos, child of [?]os, partner of, grandchild of, [?]arete, child of [?]os, partner of, grandchild of, | 
2817 | | | | | | | | [?]des, child of [?]rios, partner of, grandchild of, [?]os, child of [?]os, partner of, grandchild of, [?]rios, child of [?]os, partner of, grandchild of, | 
2818 | | | | | | | | [?]ochar[?], child of [?]fon, partner of, grandchild of, | 
2819 | | | | | | Kres / Kretes, | | Sotadas, child of Dion, partner of, Kres / Kretes, grandchild of, | 
2822 | | | | | | Philippeus, | | [P]tolema[s], child of Filippos, partner of, Philippeus, grandchild of, | 
2824 | | | | | | Lysimacheus, | | [?]os, child of, partner of, Lysimacheus, grandchild of, Ariston, child of, partner of, Lysimacheus, grandchild of, | 
2826 | | | | | | | | | 
2827 | Demos, | | | | | | | Eubios, child of Metrodoros, partner of, grandchild of, | 
2828 | Demos, | | | | | | | Bend[is], child of Met[ro]fanes, partner of, grandchild of, | 
2829 | Demos, | | | | | | | [K]allist[ra]tos, child of Menekles, partner of, grandchild of, | 
2830 | Demos, | | | | | | | [Ale]xandros, child of [?]rotos, partner of, grandchild of, | 
2831 | Demos, | | | | | | | [?]kes, child of [S]euthes, partner of, grandchild of, | 
2832 | Demos, | | | | | | | Heraklas, child of Apollodoros, partner of, grandchild of, | 
2834 | Demos, | | | | | | | Dias, child of Mouporis, partner of, grandchild of, | 
2836 | Demos, | | | | | | | Unknown, child of Kerdon, partner of, grandchild of, | 
2837 | Demos, | | | | | | | Ateria, Elpis, child of, partner of, grandchild of, | 
2839 | Demos, | | | | | | | Roufeia, Preiska, child of [D]ionysios, partner of, grandchild of, | 
2842 | Demos, | | | | | | | Unknown, child of [?]sippo[?], partner of, grandchild of, Pyth[?], child of Por[?], partner of, grandchild of, | 
2844 | Demos, | | | | | | Ainos, | [He]deia, child of Diony[sios], partner of Noumen[ios], grandchild of, Noumen[ios], child of Metrodotos, partner of, grandchild of, | 
2845 | Demos, | | | | | | | Bendis, child of, partner of Dioukilas, grandchild of, Menodotos, child of Isido[ros], partner of, grandchild of, | 
2846 | Demos, | | | | | | | Orfidia, Eikaisia, child of, partner of, grandchild of, Flabia (Flavia), Apollonia, child of, partner of, grandchild of, Flabia (Flavia), Regilla, child of, partner of, grandchild of, | 
2849 | Demos, | | | | | | | | 
2850 | Demos, | | | | | | | | 
2851 | Demos, | | | | | | | | 
2852 | Demos, | | | | | | | | 
2853 | Demos, | | | | | | | | 
2854 | Demos, | | | heros, | | | | Dionysios, child of Hieron, partner of, grandchild of, Hieron, child of Dionysios, partner of, grandchild of, Neikia[s], child of Hieron, partner of, grandchild of, Neikias, child of Neikias, partner of, grandchild of, Akonia, child of Ploutogenes, partner of Dionysios, grandchild of, Dionysios, child of Dio[nysi]os, partner of, grandchild of, | 
2856 | Demos, | | | heros, | | | | Artemon, child of Di[og]enes, partner of, grandchild of, | 
2857 | Demos, | | | heros, | | | | [Herakleid]es, child of Amyn[an]dros, partner of, grandchild of, Demostratos, child of Herakleides, partner of, grandchild of, Amynandros, child of Herakleides, partner of, grandchild of, Satrios, child of Demostratos, partner of, grandchild of, | 
2859 | Demos, | | | heros, | | | | Amynandros, child of Dioskourides, partner of, grandchild of, Apollonios, child of Diosk[ourides], partner of, grandchild of, | 
2860 | Demos, | | | heros, | | | | Metrodoros, child of Filomousos, partner of, grandchild of, Katroubea, child of Ploutogenes, partner of, grandchild of, | 
2862 | | | | heros, | | | | Dorion, child of Dionysios, partner of, grandchild of, | 
2863 | | | | heros, | | | | Fasis, child of Epafroditos, partner of, grandchild of, | 
2865 | | | | heros, | | | | Dionysios, child of Ktesibios, partner of, grandchild of, | 
2866 | | | | heros, | | | | [?]archos, Dionysios, child of [?]ros, partner of, grandchild of, | 
2867 | | | | heros, | | | | Kartous, child of Gaios, partner of, grandchild of, Karto[?], child of, partner of, grandchild of, | 
2868 | | Theois Katachthoniois, | | heros, | | | | Poplios, Kuintilios, Maximos, child of Gaios, partner of, grandchild of, | 
2870 | | | | heros, | | | | [Py]thogenes, child of Lysanias, partner of, grandchild of, [Be]ronike, child of Gaios, partner of Pythogenes, grandchild of, | 
2872 | | | | heros, | | | | Gaios, Balerios (Valerios, Oualerios), Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, Hedeia, child of Tarsos, partner of, grandchild of, | 
2874 | | | | heros, | | | | | 
2875 | | | | heros, | | | | | 
2876 | | | | heros, | | | | | 
2877 | | Chaire, | | heros, | | | | Dionysios, child of Dorion, partner of, grandchild of, Dionysia, child of Melanippides, partner of Dionysios, grandchild of, | 
2878 | | Chaire, | | | | | | Beroneike, child of Fileros, partner of, grandchild of, | 
2880 | | Chaire, | | | | | | Eufrosyne, child of, partner of, grandchild of, | 
2881 | | Chaire, | | | | | | Alexandr[os], Eresi[?], child of Fidias, partner of, grandchild of, | 
2883 | | | | | | | | Unknown, Maximos, [?]ebes, child of, partner of, grandchild of, | 
2884 | | Charin, Mnema,Mneme, | | | | | | Oulpios, Epafrodeitos, child of, partner of, grandchild of, | 
2885 | | Charin, | | | | | | Loukios, child of, partner of, grandchild of, Pardos, child of, partner of, grandchild of, | 
2886 | | Charin, Mneias, Epoiei, | | | | | | | 
2887 | | | | | | | | Flabios (Flaouios, Flavios), Alypos, child of, partner of, grandchild of, | 
2888 | | Mnema,Mneme, | | | | | | Brouttios, Epineikos, child of, partner of Brouttia, grandchild of, Brouttia, Demetria, child of, partner of Brouttios, grandchild of, | 
2891 | Polis, | Epoiesen, | | | | | | [Sm]aragdos, Flabios (Flaouios, Flavios), child of, partner of Elpis, grandchild of, Elpineike, child of [Sm]aragdos, partner of, grandchild of, | 
2893 | Apeleutheros, | Kateskeuasen, Dis Manibus, | | | | | | Ailios, Elpideforos, child of, partner of, grandchild of, Krateros, child of, partner of, grandchild of, | 
2896 | | | | | | | | Leukios, Dioge[nes], child of, partner of, grandchild of, | 
2897 | | | | | | | | [?]dios, Koartos, child of, partner of, grandchild of, | 
2898 | | | | | | | | Unknown, child of Apollonios, partner of, grandchild of, | 
2899 | | | | | | | | Flabia (Flavia), child of, partner of, grandchild of, | 
2900 | Polis, | | | | | | | [A]urelia, child of, partner of, grandchild of, | 
2901 | | | | | | | | | 
2902 | | Kateskeuasen, | | | | | | | 
2903 | Polis, | | | | | | | | 
2904 | Polis, | | | | | | | | 
2905 | | | | | | | | | 
2906 | | | | | | | | | 
2907 | Polis, | | | | | | | | 
2908 | | | | | | | | | 
2909 | | | | | | | | [?]nos, child of, partner of, grandchild of, Kartouza, child of, partner of, grandchild of, | 
2910 | | Mnema,Mneme, Charin, | | | | | | Eteokles, child of, partner of, grandchild of, Markos, child of, partner of Herais, grandchild of, Herais, child of, partner of Markos, grandchild of, | 
2911 | | Charin, Mnema,Mneme, | | | | | | Iaklator, child of, partner of, grandchild of, | 
2937 | | | | | | | | [?]on, child of Akest[or], partner of, grandchild of, | 
2938 | | | | | | | | | 
2939 | | | | | | | | | 
2940 | | | | | | | | | 
2941 | | | | | | | | Gaios, child of, partner of, grandchild of, | 
2942 | | | | | | | | | 
2943 | | | | | | | | Tertius, child of, partner of, grandchild of, [A]ure[lios], child of, partner of, grandchild of, | 
2944 | | | | | | | | Caius, Va[?], child of, partner of, grandchild of, | 
2945 | | | | | | | | Aulus, Silius, Maximus, child of Publius, partner of, grandchild of, | 
2946 | | | | | | | | | 
2947 | | | | | | | | | 
2948 | | | | | | | | | 
2949 | Horos, | | | | | | | Skar[?], child of, partner of, grandchild of, | 
2950 | | | | | | | | Glykerea, child of, partner of, grandchild of, | 
2951 | | | | | | | | K[?], child of, partner of, grandchild of, | 
2952 | | | | | | | | [A]polinarios, child of, partner of, grandchild of, Dorothea, child of, partner of, grandchild of, | 
2954 | | | | | | | | Georgia, child of, partner of, grandchild of, | 
2955 | | | | | | | | Dionysios, child of, partner of, grandchild of, | 
2956 | | | | | | | | Theodora, child of, partner of, grandchild of, | 
2957 | | | | | | | | Matrona, child of, partner of, grandchild of, | 
3020 | | | | | | | | Nonosa, child of, partner of, grandchild of, | 
3022 | | | | | | | | Kyrake, child of, partner of Fotenos, grandchild of, | 
3024 | | | | | | | | Eioanes, child of, partner of, grandchild of, | 
3027 | Iatros, | | | | | | | Thalassios, child of Esakios, partner of, grandchild of, | 
3029 | | | | | | | | Theodosios, child of, partner of, grandchild of, | 
3030 | | | | | | | | Anastasios, child of, partner of, grandchild of, | 
3031 | | | | | | | | Panchareia, child of, partner of, grandchild of, Erine (Irini), child of, partner of, grandchild of, Alexandra, child of, partner of, grandchild of, Romanes, child of, partner of, grandchild of, Maria, child of, partner of, grandchild of, | 
3032 | | | | | | | | | 
3033 | | | | | | | | | 
3034 | | | | | | | | | 
3035 | | | | | | | | | 
3036 | | | | | | | | | 
3037 | | | | | | | | | 
3038 | | | | Hermes, | | | | Eukrates, child of, partner of, grandchild of, | 
3039 | | | | | | | | | 
3040 | | | | | | | | Dorzinthes, child of, partner of, grandchild of, Unknown, child of [S]osagoras, partner of, grandchild of, Unknown, child of [B]asilides, partner of, grandchild of, | 
3042 | | | | | | | | Amyndro[?], child of, partner of, grandchild of, | 
3043 | | | | | | | | | 
3044 | | | | | | | | Kaiki[?], Apollo[nios], child of, partner of, grandchild of, | 
3045 | | | | | | | | | 
3046 | | | | | | | | [?]os, child of Attalos, partner of, grandchild of, Ko[?], child of, partner of, grandchild of, [Se]rouilios, child of, partner of, grandchild of, | 
3056 | | | | | | | | | 
3057 | | | | | | | | | 
3058 | | | | | | | | | 
3059 | | Stesai, | | Neikonemesis, | | | | Preiskos, child of [ga]ios, partner of, grandchild of, | 
3061 | | | | | | | | | 
3062 | | | | | | | | | 
3063 | | | | | | | | | 
3064 | | | | | | | | | 
3065 | Demos, | | | | | | | Alexandros, child of Taroulas, partner of, grandchild of, Bebios, child of, partner of, grandchild of, Bendios, child of Rhoufos (Roufos), partner of, grandchild of, Zosimos, child of Taroulas, partner of, grandchild of, | 
3068 | | | | | | | | Sokles, child of Mikythos, partner of, grandchild of, | 
3069 | | | | | | | | Metronassa, child of Hermofantos, partner of, grandchild of, Theofanes, child of Hermofantos, partner of, grandchild of, | 
3070 | Horos, | | | | | Eresenoi, | | Diokl[etianos], child of, partner of, grandchild of, Maxim[ianos], child of, partner of, grandchild of, Kon[stantios], child of, partner of, grandchild of, | 
3075 | Horos, | | | | | | | Diokletianos, child of, partner of, grandchild of, Maximianos, child of, partner of, grandchild of, Konstantios, child of, partner of, grandchild of, | 
3077 | | Charisterion, | | Zeus, | Zbelthiourdos, Epekoos, | | | Herakleides, child of Teres, partner of, grandchild of, | 
3078 | | | | heros, | | | | Iason, child of, partner of, grandchild of, | 
3079 | | Charin, Mneias, | | | | | | Ioulianos, child of Doles, partner of, grandchild of, Bendis, child of Bizas, partner of, grandchild of, | 
3080 | Strategos, | | | | | | | Roimetalkes (Roimetalkas), child of Diasenis, partner of Besoula, grandchild of, Besoula, child of Mokaporis, partner of Roimetalkes (Roimetalkas), grandchild of, Kaproubebos, child of, partner of, grandchild of, Daroutourmes, child of, partner of, grandchild of, | 
3083 | | Mnema,Mneme, Stesai, | | | | | | Echepolis, child of, partner of, grandchild of, Straton, child of, partner of, grandchild of, | 
3084 | | Eucharisterion, | | Zeus, | Paisoulenos, | | | Teres, child of Proklos, partner of, grandchild of, | 
3086 | | | | | | | | | 
3138 | Polis, | | | | | Peratikoi, | | Zotikos, child of, partner of, Peratikoi, grandchild of, | 
3140 | | | | | | | | Marena, child of, partner of, grandchild of, | 
3142 | | | | theos, bomos, | | | | | 
3143 | | Mnema,Mneme, Stesai, | | | | | | Aurelios, Melampous, child of, partner of, grandchild of, Aurelios, Dionysios, child of Dionysios, partner of, grandchild of Dalis, | 
