personalname,parentname,ethnicname,partnername,grandparentname,ethnicity,gender
3391,3390,,3390,,,
3391,1708,,,,,
3391,200,,1471,,,
3391,6688,,,,,
3391,124,,,,,
3391,1762,,,,,
3391,,,,,,
3391,1150,,,,,
3391,841,,,,,
340,568,6448,15464,,,
340,1128,,,,,
340,,,,,,
3403,,,,,,
341,754,,,,,
341,8222,,,,,
3412|15301,,,,,,
3412|3413|2257,,,,,,
3412|3413|699,,,,,,
341|834,,,,,,
3423|15584|810,,,,,,
3423|8022|8021,,,,,,
3434,2175,,,,,
3434|7920,,,,,,
3443,2233,,,,,
3453,,,1026,,,
346,,,,,,
3487,756,,,,,
3487,196,,,,,
35,269,,,,,
3508,141,,,,,
35|12508,,,,,,
35|1429,,,,,,
352,8744,,,,,
3522,1548,,,,,
3522,398,,,,,
3522,2287,,,,,
3525,739,,,,,
35|2997,,,,,,
3538,,,,,,
3541,1223,,,,,
3541,1708,,,248,,
3541,5477,,,,,
3541,,,,,,
356,15233,,,,,
356,2257,15387,,,,
356,,,,,,
356,1128,,,,,
356,356,,1638,,,
35|61,8232,,,,,
3569|3570|2452,,,,,,
35|7016,,,,,,
3570|604,,,,,,
3572,1307,,,,,
3574,462,,,,,
3578|3579,,,,,,
3582,212,,,,,
3582,1708,,,,,
3589,784,,,,,
3589,2462,,,,,
359,,,,,,
359,6429,,,,,
359,14992,,,,,
3590,212,,456,,,
3592,1597,,2175,,,
3592,390,,,,,
360,2287,,,,,
360,1612,,,,,
3603,1762,,20,,,
3604,20,,,,,
3613,129,,,,,
3621,20,,990,,,
3621,1248,,,,,
3638,804,,1119,,,
3649,3650,,,,,
365,7479,,,,,
3650,696,,,,,
366|2266,,,,,,
3670,,,,,,
3674,,,,,,
3681,14314,,,,,
3681,,,,,,
3689|3690,,,,,,
369,,,372,,,
3692,16583,,,,,
37,37,,,,,
3712,67,,,,,
3712,2173,,,,,
3712,2175,,,,,
3713,2253,,127,,,
3713|1077,,,,,,
3713|12006,,,,,,
3713|1380,,,,,,
3713|16299,,,,,,
3713|3714,,,,,,
3713|749,,,,,,
3714,,,,,,
3716,,,,,,
3716|3712,,,,,,
3724,,,,,,
3727|11858,,,,,,
373,485,,,,,
3731|1134,,,,,,
3732|11942,,,,,,
3732|2458,,,,,,
3734|1134,,,,,,
3734|2241,,,,,,
3738|2361,,,,,,
3738|3739,,,,,,
374,1377,,,,,
374,,,,,,
374,2736,,,,,
3742,,,,,,
375,1248,,,,,
375,839,,,,,
3758,196,,,,,
376,9510,,,,,
376,442,,,,,
3761,,,792,,,
378,,,11334,,,
379,1473,,,,,
380,,,,,,
383,,,,,,
385,176,2578,1019,,,
386,,,,,,
387,1628,,,,,
389,7929,11914,,,,
3891,4410,,,,,
3891,32,,,,,
3891,60,,,,,
3891,100,,,,,
3891,108,,,,,
3891,117,,,,,
3891,128,,,,,
3891,129,,,,,
3891,134,,,,,
3891,140,,,,,
3891,141,,,,,
3891,141,,,,,
3891,141,,,,,
3891,175,,,,,
3891,196,,,,,
3891,209,,,,,
3891,211,,,,,
3891,212,,,,,
3891,6826,,,,,
3891,4171,,,,,
3891,12312,,,,,
3891,247,,6040,,,
3891,247,,,,,
3891,6678,,,,,
3891,264,,,,,
3891,274,,,,,
3891,16424,,,,,
3891,8475,,,,,
3891,342,,,,,
3891,390,,,,,
3891,399,,16430,,,
3891,399,,,,,
3891,456,,11440,,,
3891,456,,,,,
3891,457,,,,,
3891,2287,,,,,
3891,4028,,,,,
3891,473,,,,,
3891,4004,,1698,,,
3891,4336,,,,,
3891,491,,,,,
3891,550,,,,,
3891,571,,35,,,
3891,576,,,,,
3891,578,,,,,
3891,10795,,,,,
3891,16123,,,,,
3891,604,,,,,
3891,609,,,,,
3891,624,,,,,
3891,644,,,,,
3891,687,,,,,
3891,696,,,,,
3891,2211,,,,,
3891,728,,,,,
3891,3202,,,,,
3891,774,,,,,
3891,784,,,,,
3891,792,,,,,
3891,14267,,,,,
3891,816,,,,,
3891,817,,,,,
3891,827,,,,,
3891,827,,,1126,,
3891,5675,,,,,
3891,5693,,,,,
3891,2458,,,,,
3891,4789,,,,,
3891,877,,,,,
3891,901,,,,,
3891,954,,,,,
3891,11986,,,,,
3891,15049,,,,,
3891,2582,,,,,
3891,12954,,,,,
3891,998,,,,,
3891,1083,,,,,
3891,1087,,,,,
3891,2241,,,,,
3891,1128,,,,,
3891,1129,,,,,
3891,2460,,,,,
3891,1183,,,,,
3891,1184,,,,,
3891,1194,,,,,
3891,1195,,,,,
3891,5364,,,,,
3891,1297,,,,,
3891,2779,,,,,
3891,1306,,,,,
3891,1307,,,,,
3891,1308,,,,,
3891,1373,,,,,
3891,4212,,,,,
3891,2677,,,,,
3891,2252,,,,,
3891,1387,,,,,
3891,1411,,,,,
3891,1476,,,,,
3891,1540,,,,,
3891,1551,,,,,
3891,2208,,,,,
3891,1576,,,,,
3891,1594,,,,,
3891,2917,,,,,
3891,1613,,,,,
3891,1652,,,,,
3891,3891,,,,,
3891,1708,,,,,
3891,1739,,,,,
3891,1757,,,,,
3891,14911,,,,,
3891,5325,,,,,
3891,5368,,,,,
3891,5532,,,,,
3891,11385,,,,,
3891,5639,,,,,
3891,4397,,,,,
3891,5615,,,,,
3891,14223,,,,,
3891,4737,,,,,
3891,4076,,,,,
3891,5678,,,,,
3891,5664,,,,,
3891,5662,,,,,
3891,4437,,,,,
3891,5329,,,,,
3891,4519,,,,,
3891,12998,,,,,
3891,4330,,,,,
3891,5000,,,,,
3891,6081,,,,,
3891,9596,,,,,
3891,4656,,,,,
3891,5840,5725,,,,
3891,4153,,,,,
3891,9007,,,,,
3891,4863,,,,,
3891,5626,,,,,
3891,4654,,,,,
3891,,,10407,,,
3891,,,395,,,
3891,,,6891,,,
3891,,,827,,,
3891,,,9881,,,
3891,,,3956,,,
3891|16428,,,1404,,,
3891|2204,3891,,,,,
3891|2241|4579,,,,,,
390,11701,,,,,
390,3948,,,,,
390,140,,,,,
390,196,,685,,,
390,11408,,,,,
390,1391,,,,,
390,1150,,,,,
390,1126,,,,,
390,2929,,,,,
390,390,,,,,
390,2176,,,,,
390,5611,,,,,
390,1068,,,,,
390,4336,,,,,
390,16111,,,,,
390,877,,,,,
390,778,,,,,
390,,,,,,
390,,,,,,
391,,,,,,
3913,3949,,,,,
3925,1625,,,,,
3935,,,,,,
3935,,,12766,,,
3940,,,,,,
3942,,,,,,
3944,,,,,,
3946,1468,,,,,
3947,3902,,,,,
395,,,,,,
3950,135,,,,,
3951,7267,,,,,
3951,5047,,,,,
3951,247,,,,,
3951,3952,,,,,
3951,,,,,,
3951,643,,,,,
3954,,,,,,
3957,,,,,,
3960|1529,,,,,,
397,106,,,,,
399,2176,,,,,
399,274,,,,,
399,,,,,,
399,4076,2297,,,,
399,1067,,,,,
399,1616,,,,,
40,1372,,,,,
40,1702,,,,,
400,4216,,,,,
400,792,,,,,
4004,399,,,,,
4004,2465,,,,,
4019,,,,,,
4026,,,,,,
403,,,2458,,,
404,1404,,,,,
405,10314,,,,,
4076,2207,,,,,
4076,1371,,,,,
4079,,,247,,,
408,998,,,,,
4082,,,,,,
4088,181,,,,,
4095,,,,,,
4095,4096,,,,,
4098,4099,,,,,
4104,4105,,,,,
411,,,,,,
4112,228,,,,,
4112,,,,,,
4115,4116,,,,,
4125,1151,,,,,
4128,4129,,,,,
4128,689,,968,,,
4136,4137,,,,,
4139,,,,,,
4148,,,,,,
4150,,,,,,
4150,4151,,,,,
4150,1150,,,,,
4157,4158,,,,,
4160,4158,,,,,
4181,,,,,,
42,,,,,,
420,2835,,,,,
4206,,,,,,
421,4852,,,,,
4213,4214,,,,,
4213,,,,,,
4213,1329,,,,,
4218,,,,,,
422,497,,11088,,,
4220,,,,,,
4222,,,,,,
4222,4786,,,,,
423,307,,,,,
423,1085,,,,,
423,310,7779,,,,
4237,4238,,,,,
4243,,,,,,
427,485,,,,,
4274,4387,,,,,
4282,846,,,,,
4287,896,,,,,
429,,,,,,
43,1646,,,,,
4314,4315,,,,,
4322,,,,,,
4324,214,,,,,
4324,390,,,,,
4324,97,,,,,
4326,,,,,,
4328,4274,,,,,
4328,796,,,,,
433,15669,,,,,
433,2591,,,,,
433,2287,,,,,
4332,,,,,,
4334,,,,,,
4336,,,,,,
4338,,,,,,
4340,,,,,,
4346,,4347,,,,
435,456,,,,,
435,,,,,,
4358,4359,,,,,
4362,,,,,,
4364,4365,,,,,
437,13131,,,,,
4370,4371,,,,,
4377,,,1373,,,
438,1697,4232,,,,
4383,,,,,,
4389,4390,,,,,
4390,1128,,,,,
4394,,,,,,
4399,456,,,,,
4399,2241,,,,,
4399,3191,,,,,
4399,13284,,,,,
4399,13263,,,,,
4399,565,,,,,
4399,497,,,,,
4399,4336,,,,,
4399,247,,,,,
4399,,,,,,
4399,5392,,5393,,,
4399|13302,,13303,,,,
4399|2215,,,2188,,,
4399|908,,,,,,
4413|4417|4421,,,,,,
4414,4415,,,,,
4417|1594,,,,,,
4418,4419,,,,,
442,6761,,,,,
442,,,,,,
4423|4417|2262,,,,,,
4423|4777|4778,,,,,,
4424,1318,,,,,
4427,,,1318,,,
443,310,,,,,
4433,4441,,,,,
4437,3724,,,,,
4437,13279,,,,,
4437,816,,,,,
4437,2833,,,,,
4437,2272,,,,,
4437,2452,,,,,
4437,9003,,,,,
4437,2454,,,,,
4437,13255,,,,,
4437,1222,,,,,
4437,11411,,,,,
4437,998,,,,,
4437,234,,,,,
4437,13257,,,,,
4437,335,,,,,
4437,12958,,,,,
4437,15449,,,,,
4437,4438,,,,,
4437,1377,,,,,
4437,10679,,,,,
4437,10603,,,,,
4437,4437,,,,,
4437,,,3951,,,
4437,1540,,,,,
4437,,,,,,
4437,,2825,,,,
4437|2176,,,,,,
4437|2664|3013,,,,,,
4437|374,,,,,,
4437|7022,,,,,,
4437|7152,,,,,,
4437|825,,,,,,
4441,15834,,,,,
4445,,,,,,
4456,4457,,,,,
4459,274,,,,,
446,350,,,,,
4466,456,,,,,
4471,683,2823,,,,
4479,4480,,,,,
448,,,1699,,,
4482,1123,,,,,
4485,4486,,,,,
4489,4490,,,,,
449,4375,,,,,
449,141,,,,,
449,3191,,,,,
449,909,,,,,
449,473,,,,,
449,4274,,,,,
449,2189,,,,,
449,,,,,,
449,3891,,,,,
449,12225,,,,,
4490,4437,,,,,
4494,4437,,,,,
4496,4437,,,,,
4499,4500,,,,,
45,,,,,,
450,,,,,,
450,2779,,,,,
451,13485,,,,,
451,16226,,,,,
4510,4511,,,,,
4517,825,,,,,
452,435,,,,,
4521,4522,,,,,
4524,4525,,4526,,,
4526,1151,,,,,
4531,,,,,,
4544,4545,,,,,
455,,,,,,
455,4759,,2229,,,
4554,1344,,,,,
4559,12336,,,,,
4559|2287,4150,,,,,
456,16615,,,,,
456,72,,,,,
456,125,,,,,
456,141,,,,,
456,456,,,,,
456,11242,,,,,
456,2176,,,,,
456,1119,,,,,
456,1196,,,,,
456,2719,,,,,
456,1383,,,,,
456,4375,,,,,
456,,,,,,
456,1761,,3589,,,
456,4460,,,,,
456,,13087,,,,
4562,,,,,,
4565,1066,,,,,
4567,2173,,1414,,,
457,11408,,,,,
457,16605,,,,,
457,,,,,,
4575|4577,2882,,,,,
4580,4580,,,,,
4580,449,,,,,
4588|2211,,,558,,,
459,12183,,,,,
4594,619,,,,,
4594|4595,,,,,,
4599,,,,,,
46,581,,,,,
4601,274,,,,,
4601,10509,,,,,
4601,2953,,,,,
4601,,,,,,
4608,4290,,,,,
4608,7929,,,,,
4608,1364,,,,,
4608,114,,,,,
4608,,,,,,
4608,990,,,,,
4608,4609,,,,,
4608,243,,,,,
4608,1122,,,,,
4608,2179,,,,,
461,461,,,,,
4612,,,,,,
4614,,,,,,
4616|4617,,,,,,
4619|4620|4621,4413,,,,,
462,804,,,,,
462,449,,,,,
4623,,,,,,
4625,,,,,,
4628,,,,,,
4638,,,,,,
4645,,,,,,
4648,,,,,,
465,1092,,,,,
465,1108,,2287,,,
465,14531,,,,,
4650,,,,,,
4658,,,,,,
466,8029,,,,,
4660|4661,,,,,,
4661,,,,,,
4664,,,,,,
4666,,,,,,
4672,2257,,,,,
4672,264,,,,,
4678,,,,,,
4680,,,,,,
4682,,,,,,
469,1609,,,,,
469,792,,,,,
469,683,,,,,
469,,,,,,
4699,,,,,,
470,1640,,,,,
470,1648,,,,,
4707|2188|610,639,,,,,
4712,,,,,,
472,,,,,,
4725,4726,,,,,
473,463,,,,,
473,2287,,,,,
473,473,,,,,
473,792,,,,,
473,4278,,,,,
473,15825,,,,,
473,4715,,,,,
473,15248,,,,,
473,,,,,,
473,1456,,,,,
473|2716,,,,,,
4747,,,,,,
476,7250,,,,,
476,19,,,,,
4762,4763,,,,,
4765,,,,,,
4773,4774,,,4775,,
4773|4774,,,,,,
4774,,,,,,
4775|13609,,,,,,
4781,,,,,,
4783|3423,,,,,,
4783|6961,,,,,,
4783|6961,,,,,,
480,,,,,,
4807,4095,,,,,
4811,1559,,,,,
4811,274,,,,,
4819,,,,,,
4821,,,,,,
485,479,,,,,
485,1000,,,,,
485,1085,,,,,
485,1192,3166,,,,
485,1661,,,,,
485,233,,,,,
485,10063,,,,,
485,,,,,,
485,274,,,,,
485,9815,,,,,
485,7223,,,812,,
485,7188,,,,,
485,792,,,,,
4852,,,,,,
4852,274,,,,,
485|2626,1194,,,,,
4859,,,,,,
4861,,,,,,
4862,,,,,,
4867,7975,,2189,,,
4868,,,,,,
487,487,,,,,
487,274,,,,,
487,998,,,,,
4871,247,,,,,
4871,12793,,,,,
4872,,,,,,
4876,,,,,,
488,247,,,,,
4899,4901,,,,,
4901,1636,,,,,
4902,4903,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
4956,792,,,,,
4965,784,,,,,
4965,,,1285,,,
497,7847,,,,,
497,825,,,,,
497,380,,,,,
497,246,,,,,
497,,,4375,,,
497,1085,,,,,
497,1194,,,,,
497,7823,,,,,
497,274,,,,,
497|1661,,,,,,
4979,4981,,,,,
4986,2173,3356,,,,
499,2287,,,,,
4996,1761,,1248,,,
4998,,,,,,
50,4270,,,,,
5002,,,,,,
5008,1494,,,,,
501,,,,,,
5014,847,,,,,
5018,4028,,,,,
50|4204,,,,,,
5047,,,,,,
5049|5050,,,,,,
5050|810,,,,,,
5056,5057,,,,,
506,,,,,,
507,2454,,,,,
507,868,,,,,
507|10080,,,,,,
5078,2454,,,,,
5078,1345,,,,,
5078,485,,1404,,,
5078,,,,,,
5078,377,,,,,
5084,1236,,,,,
509,,,,,,
510,,,,,,
5115,,,,,,
512,1374,,,,,
513,,,,,,
515,683,,,,,
519,310,,,816,,
519,310,,,,,
5201|1466,,,,,,
522,,,,,,
524,1194,,,,,
524,2233,,,,,
524|603,,,,,,
526,8222,,,,,
527,1720,,,,,
53,2287,,,,,
5302,,,,,,
5304,1248,,,,,
531,7771,,,,,
532,7796,,,,,
532,274,,,,,
532,7790,,,,,
532,423,,,,,
532,497,7819,,,,
532,532,,,,,
532,1194,,,,,
5323,,,,,,
533,2458,,,,,
5340,1301,,,,,
5342,,,,,,
5354,196,,,,,
5364,1299,,,,,
5364,,,,,,
5364,846,,,,,
5368,,,,,,
5368,784,,,,,
5368,4580,,,,,
5368,2454,,,,,
5368,274,,,,,
5368|7022,,,,,,
537,3891,,,,,
538,,,,,,
539,196,,,,,
5393,2287,,,,,
5396,,,,,,
5396,606,,,,,
5396|1740,,,,,,
540,226,,,,,
5401,1360,,,,,
5404,196,,,,,
5415,966,,,,,
5415,728,,,,,
5418,2287,,73,5415,,
542,,,,,,
5425,1702,,,,,
543,1500,,,,,
5440,1762,,,,,
5444,,,,,,
5444,212,,,,,
545,436,,,,,
547,546,,,,,
5475,3375,,3541,,,
548,,,,,,
5480,,,685,,,
5496,1373,,,,,
55,,,,,,
55,1169,,,,,
5501,,,,,,
5509,5510,,1237,,,
5526,319,5527,,,,
553,5856,,,,,
554,,,,,,
556,,,,,,
558,,,,,,
558,21,,5731,,,
5582,,,,,,
5592,141,,,,,
5595,141,,,,,
5598,784,,,,,
56,,2007,,,,
56,438,,,,,
56,212,,,,,
56,168,,,,,
56,56,,,,,
56,15366,,,56,,
56,842,,,,,
56,2688,,,,,
56,1403,,,,,
56,10906,,,,,
56,1453,,,,,
56,1593,,,,,
56,1611,,,,,
56,462,,,,,
56,1725,,,,,
56,,,,,,
56,,,,,,
56,476,,2541,,,
56,683,,,,,
56,792,,,,,
560,1101,,,,,
5600,2287,,,,,
5600,12956,,,,,
5600,,,,,,
5607,,,,,,
5607,3891,,,,,
5609,3891,,,,,
561,667,,,,,
561,,5756,,,,
5611,3891,,,,,
5619,5620,,,,,
5620,5609,,,,,
5626,907,,,,,
5629,5630,,,,,
562|9623,,,1678,,,
564,10080,,,,,
5641,794,,,,,
565,1196,,,,,
565,6841,13951,,,,
5652,,,,,,
5655,,,,,,
566,,,,,,
5664,9079,,,,,
5666,,,,,,
5668,,,,,,
567,100,,,,,
5670,,,,,,
56|7167,,,,,,
5672,,,,,,
568,568,,,,,
568,1408,,,,,
5687,,,,,,
569,101,,,,,
569,7167,,,,,
569,841,,1549,1124,,
569,298,,,,,
569,12480,,212,,,
569,,,3891,,,
5690,5691,,,,,
570,1184,,,,,
570,,,,,,
571,,,,,,
571,774,,,,,
5714,,,,,,
5718,1471,,,,,
5720,,,,,,
5723,804,,,,,
5733,5734,,3525,,,
574,,,,,,
577,1124,8058,,,,
5777,5779,,,,,
5781,1657,,,,,
5781,7840,,,,,
5789,,,,,,
5791,,,,,,
5793,5794,,784,,,
580,,,6945,,,
5801,,,,,,
5801,243,,,,,
5803,462,,,,,
5807,196,,,,,
5813,,,,,,
5819,5819,,,,,
5822,5823,,,,,
583,1743,,,,,
5831,4290,,1117,,,
584,,,,,,
5840,2287,,,,,
5843,,,,,,
5846,20,,1248,141,,
585,1195,,,,,
5856,1132,,,,,
5856,196,,,,,
586,9277,,246,,,
586,2466,,,,,
586,1661,,,,,
5887,,,,,,
5889,,,,,,
591,591,,,,,
59|1373,,,,,,
5916,,,,,,
5916,,,,,,
5916,6426,,,,,
5916,,,,,,
592,392,,,,,
592,961,,,,,
5935,,,,,,
5938,,,,,,
5938,2241,,,,,
5938|13462,,,,,,
5938|5939,,,,,,
5943|2211|16662|11501,,,,,,
5943|4774|5944,,,,,,
5947,984,,248,,,
595,1266,,,,,
5955,990,,1119,,,
596,1258,,,,,
5964,456,,,,,
597,76,,,,,
5974,,,,,,
5978,,,,,,
5978,,,,,,
5978,5978,,,,,
5978,816,,,,,
600,,,,,,
6001,1248,,1708,,,
6008,,,,,,
6012,,,,,,
6015,,,,,,
6019,1011,,133,,,
6019,,,,,,
6024|2270,,,,,,
6028,,,,,,
603,1196,,,,,
6033,,,,,,
604,100,,,,,
6040,6042,,,,,
6054|2215,,,,,,
607,1150,,,,,
6078,6079,,,,,
608,1655,,,,,
6087,,,,,,
6095,1307,,,,,
6097,,,,,,
6097,11411,,,,,
6097,1195,10652,,,,
6097,1341,,,,,
6097|7152,,,,,,
6106,,,,,,
6117,,,,,,
613,2237,2617,924,,,
613,,,,,,
6132,,,,,,
6135|2196|3107,,,,,,
6137|6138,,,,,,
6140|2271,6137,,,,,
6145,3443,,,,,
6145|6146,,,,,,
6146,,,,,,
615,564,,,,,
6156,4336,,,,,
6156,6156,,,,,
6156,,,,,,
6156,335,,,,,
616,1761,,,,,
6165|6166,,,,,,
6177,1540,6178,,,,
619,1319,,,,,
62,,,,,,
620,,,,,,
6207,417,2022,,,,
6211,6429,,,,,
6211,696,,,,,
6237,,,,,,
6237|2412|1064,,,,,,
624,12166,,,,,
6240,,,,,,
625,,,,,,
625,1355,,,,,
625,,,,,,
626,1119,,,,,
627,1117,,,,,
6271,,,,,,
631,,,,,,
633,792,,,,,
633,236,,,,,
6339,224,,,,,
6355,2196,,,,,
6359|2241,,,,,,
636,23,,,,,
6361,,,,,,
6364|569,,,,,,
6373,2212,,,,,
6373,135,15409,,,,
6376,,,,,,
64,,,,,,
640,,,,,,
6402,1112,,,,,
641|11199,,,,,,
641|6717,,,,,,
641|6717,212,,,,,
6417,3891,5756,,,,
643,570,,,,,
643,,,,,,
644,,,,,,
6457,,,,,,
646,,,1015,,,
646,,,,,,
6465|6466,,,,,,
647,15372,,,,,
6475,1085,,,,,
6477,,,,,,
6481|2196|2460,,,,,,
6489,,,,,,
649,649,,,,,
6498,5078,,,,,
65,390,,,,,
6501|2188|3149,,,,,,
6506,,,10351,,,
6506,,,,,,
6506,212,,,,,
6506|11034,,,,,,
6506|12695,,,2176,,,
6506|13515,,,,,,
6506|13795,,,,,,
6506|195,,,,,,
6524|335,,,,,,
653,804,,,,,
654,8006,,,,,
654,11118,,,,,
6540,,,,,,
6544,2659,,,,,
6550|1162,,,,,,
6550|2173,,,,,,
6550|3443,,,,,,
6555,,,,,,
657,137,5725,,,,
658,,,,,,
6591,326,,,,,
6591|2241,,,,,,
6597,233,,,,,
6597,7867,,,,,
6597,1085,,,,,
6597,,,,,,
6597,,,,,,
6610,,,12919,,,
6610,12100,,,,,
6610,5801,,,,,
6610,6610,,,,,
6610,26,,,,,
6610,,,,,,
6614,,,,,,
6622,,,,,,
663,1353,,,,,
663,16664,,,,,
6635,437,,,,,
6640,1065,,,,,
6643|6644,,,,,,
665,1050,,,,,
6667,,,,,,
667,4112,,,,,
667,561,,,,,
6677|12036,,,,,,
6677|2241,,,,,,
6677|6678,,,,,,
6688,,,,,,
6688,,,,,,
6688,318,4232,15239,,,
6688,14507,,,,,
6688,13883,,,,,
6694,,,,,,
67,135,,,,,
670,,,,,,
671,456,,,,,
6717,,,,,,
6724|2265,,,,,,
673,,,,,,
6734,5078,,,,,
674,14407,,,,,
674,,,298,,,
674,,,4112,,,
6743,2177,,,,,
6761,246,,,,,
6761,,,,,,
6761|7007,,,,,,
677,2287,,,,,
6774,1508,,,,,
6789,,,,,,
6789,449,,,,,
6794,,,,,,
6804,,,,,,
681,,,,,,
682,1150,,,,,
6820|6821,,,,,,
6825,6827,,,,,
683,683,,,683,,
683,1762,15519,,,,
683,1616,,,,,
683,56,,,,,
683,,,,,,
683,2173,,,,,
683,171,,,11628,,
683,2269,,,,,
683,683,,,,,
683,1404,,,,,
683,10379,,,,,
683,782,,,,,
683,4324,,,,,
683|1548,,,,,,
684,,,,,,
685,6841,,,,,
685,842,,,,,
685,1739,,,,,
6860|6861,,,,,,
6863|2452,,,,,,
6867,3760,,,,,
6867|2229,,,35,,,
6867|7,,,,,,
6868|6237,,,,,,
6868|6475,,,,,,
687,1047,5374,,,,
688,3913,,,,,
688,12111,,,,,
6880,,,502,,,
689,1133,,,,,
689,141,,,,,
689,1417,2319,,,,
689,449,,,,,
6891,3235,,,,,
6891,,,,,,
6891|1249,,,,,,
6894,,,,,,
6896,,,,,,
6899,,,,,,
69,,,,,,
6903,,,6906,,,
6928,,6907,,,,
6940,,,,,,
6945,301,,,,,
695,3891,,,,,
696,1471,,,,,
696,,,,,,
696,1066,,,,,
696,696,,,,,
697,140,,,,,
6986,2195,,,,,
6986,12166,,,,,
6986,,,,,,
6986,841,,,,,
6986,743,,,,,
6986,5364,,,,,
6986,570,,,,,
6986,9895,,,,,
6986,15091,,,,,
6991|10419|3690,,,,,,
6991|6992,,,,,,
6999,,,,,,
70,5856,,,,,
70,15789,,,,,
7003,,,,,,
7007,1476,,,,,
7007,,,,,,
7012,,,,,,
7029,409,,,,,
704,803,,,,,
7042|1616,,,,,,
706,1627,,,,,
7091,611,,,,,
7091,,,,,,
7091,,,2213,,,
7091|979,,,,,,
7098,,,,,,
71,15787,,,,,
7102,,,,,,
713,,,,,,
7132,,,,,,
714,246,,,,,
715,,,,,,
7158,,,,,,
716,2460,,,,,
7165,,,,,,
718,1119,,,,,
7186,7186,,,,,
7186,9751,,,,,
7186,9123,,,,,
7188,247,,,,,
7188,497,,,,,
7188,1194,,,,,
7188,4852,,,,,
7188,7849,,,,,
719,11639,,,,,
7197,7436,,,,,
7197,,,,,,
7197,247,,,,,
7202,,,,,,
7206,,,,,,
7208,274,,,,,
7218,2960,,,,,
7223,1194,,,,,
7223,999,,,,,
7225,,,,,,
7228,451,,,,,
723,,,2349,,,
7230,,,,,,
7238,,,,,,
725,532,,,,,
7254,,,,,,
726,,,,,,
7263,,,,,,
7263,2257,,,,,
7263|9219,,,,,,
7265,,,,,,
727,181,3008,,,,
727,,1789,,,,
727,79,,,,,
727,79,,,,,
727,1576,,,,,
728,123,,,,,
728,4608,,,,,
728|1626,,,,,,
7287,,,,,,
729,1383,,456,769,,
729,,,,,,
73,1702,,,,,
7300,1119,,,,,
7305,,,,,,
732,,,,,,
732,1085,,,,,
732,11037,,,,,
732,341,,,,,
733,318,,,,,
7330,390,,,,,
7335,,,,,,
734,,,,,,
735,,,,,,
7353,243,,,,,
7356,,,,,,
7374,2243,,,,,
738,,,,,,
7380,,,,,,
7394,243,,,,,
74,1098,,,,,
740,,,,,,
7411,,,,,,
7416,7416,,,,,
742,,,6434,,,
7427|1194,,,,,,
743,1373,,,,,
743,794,5725,339,,,
7434,233,,,,,
7436,15168,,,,,
7436,,,,,,
7438,,,,,,
7445,581,,,,,
7445,1194,,,,,
7445,399,,,,,
7453,7454,,,,,
7477,,,,,,
7479,11063,,,,,
7479,8006,,,,,
7479,,,,,,
748,1762,,,,,
7488|1666,,,,,,
75,,,1761,,,
7507,,,,,,
7516,7517,,,,,
7520,243,,,,,
753,2873,,,,,
7536,883,,,,,
754,,,,,,
7546|7548,,,,,,
755,755,3356,,,,
755,153,,,,,
756,968,,,196,,
756,2287,,,,,
756,756,,,,,
7566|2953,,,,,,
7575,247,,,,,
7582,,,,,,
7586,,,,,,
760,1546,,,,,
7608,285,,,,,
761,1179,,,,,
7611,2873,,,,,
7631|7632,,,,,,
7638,,,,,,
764,181,,,,,
7641,,,,,,
7654,13011,,,,,
766,764,,,,,
766,15696,,,,,
7660|7661,,,,,,
767,767,,,,,
7676|2257,,,9299,,,
7676|3476,,,,,,
7676|7677,,,,,,
7676|8093,,,,,,
7679,,,,,,
7681,,,,,,
769,456,,,,,
7702|1263,,,,,,
7711|7713|7714,,,,,,
7718|13618,,,,,,
772,836,,,,,
772,15598,,,,,
772,1018,,,,,
773,135,,,,,
7731,2238,,,,,
7734,2196,,,,,
774,1760,,,,,
774,461,,,,,
774,1168,,,,,
774,1010,,,,,
774,1580,,,,,
7744,274,,,,,
7744,532,,,,,
7744,1194,,,,,
7744|7851,598,,,,,
775,1132,,,,,
775,12262,,,,,
775,1267,,512,,,
775,1762,,,,,
7755,1194,,,,,
7762,1194,,,,,
7762,,,,,,
7767,,,,,,
7769,264,,,,,
7769,7769,,,,,
777,827,,,,,
7785,1194,,,,,
779,,,,,,
779,2287,,,,,
7790,1596,,,,,
78,12206,,,,,
78,622,,,,,
780,,,,,,
780|11725,,,,,,
781,3891,,,,,
781,56,,,,,
781,,,,,,
7810,532,,,,,
7816,274,,,,,
7827|684,,,,,,
783,,,,,,
784,1248,,,,,
784,571,,,,,
784,20,,,,,
784,878,,3522,,,
784,318,,,,,
784,748,,,,,
784,784,,,,,
784,842,,,,,
7844,1442,,,,,
7847,477,,,,,
785,209,,,,,
7862,,,,,,
7865,4336,,,,,
7865,274,,,,,
788,15051,,,,,
7881,948,,,,,
789,104,,120,,,
789,200,,,,,
7893,7881,,,,,
7898,135,,,,,
790,59,,,,,
790,6211,,,,,
7908|2257,7909,,,,,
791,16121,,,,,
791,4131,,,,,
791,,,2176,,,
791,,,747,,,
791,1196,,,,,
791,246,,,,,
791,,,,,,
791,4350,,,,,
791,1047,,,,,
791,487,,,,,
792,56,,,,,
792,39,,,,,
792,1366,,,,,
792,485,,,1475,,
792,577,,,,,
792,141,,,,,
